,X,VL_name,Map_name,Convert_name,name_same
1409,4512,Cruz,Cruz,Cruz,TRUE
1410,1875,Cruz Alta,Cruz Alta,Cruz Alta,TRUE
1411,1288,Cruz Das Almas,Cruz Das Almas,Cruz Das Almas,TRUE
1412,3854,Cruz Do Espírito Santo,Cruz Do Espírito Santo,Cruz Do Espírito Santo,TRUE
1413,3296,Cruz Machado,Cruz Machado,Cruz Machado,TRUE
1414,4513,Cruzália,Cruzália,Cruzália,TRUE
1415,3297,Cruzaltense,Cruzaltense,Cruzaltense,TRUE
1416,2380,Cruzeiro,Cruzeiro,Cruzeiro,TRUE
1417,3855,Cruzeiro Da Fortaleza,Cruzeiro Da Fortaleza,Cruzeiro Da Fortaleza,TRUE
1418,3856,Cruzeiro Do Iguaçu,Cruzeiro Do Iguaçu,Cruzeiro Do Iguaçu,TRUE
1419,58,Cruzeiro Do Oeste,Cruzeiro Do Oeste,Cruzeiro Do Oeste,TRUE
1420,1098,Cruzeiro Do Sul,Cruzeiro Do Sul,Cruzeiro Do Sul,TRUE
1421,2381,Cruzeta,Cruzeta,Cruzeta,TRUE
1422,3857,Cruzília,Cruzília,Cruzília,TRUE
1423,3298,Cruzmaltina,Cruzmaltina,Cruzmaltina,TRUE
1424,1289,Cubatão,Cubatão,Cubatão,TRUE
1425,4972,Cubati,Cubati,Cubati,TRUE
1426,1290,Cuiabá,Cuiabá,Cuiabá,TRUE
1427,1291,Cuité,Cuité,Cuité,TRUE
1428,1292,Cuité De Mamanguape,Cuité De Mamanguape,Cuité De Mamanguape,TRUE
1429,18,Cuitegi,Cuitegi,Cuitegi,TRUE
1430,5141,Cujubim,Cujubim,Cujubim,TRUE
1431,1480,Cumari,Cumari,Cumari,TRUE
1432,192,Cumaru,Cumaru,Cumaru,TRUE
1433,1709,Cumaru Do Norte,Cumaru Do Norte,Cumaru Do Norte,TRUE
1434,3299,Cumbe,Cumbe,Cumbe,TRUE
1435,4206,Cunha,Cunha,Cunha,TRUE
1436,4207,Cunha Porã,Cunha Porã,Cunha Porã,TRUE
1437,2382,Cunhataí,Cunhataí,Cunhataí,TRUE
1438,1481,Cuparaque,Cuparaque,Cuparaque,TRUE
1439,1876,Cupira,Cupira,Cupira,TRUE
1440,731,Curaçá,Curaçá,Curaçá,TRUE
1441,193,Curimatá,Curimatá,Curimatá,TRUE
1442,3858,Curionópolis,Curionópolis,Curionópolis,TRUE
1443,4208,Curitiba,Curitiba,Curitiba,TRUE
1444,3859,Curitibanos,Curitibanos,Curitibanos,TRUE
1445,732,Curiúva,Curiúva,Curiúva,TRUE
1446,1099,Currais,Currais,Currais,TRUE
1447,1293,Currais Novos,Currais Novos,Currais Novos,TRUE
1448,2383,Curral De Cima,Curral De Cima,Curral De Cima,TRUE
1449,733,Curral De Dentro,Curral De Dentro,Curral De Dentro,TRUE
1450,1294,Curral Novo Do Piauí,Curral Novo Do Piauí,Curral Novo Do Piauí,TRUE
1451,194,Curral Velho,Curral Velho,Curral Velho,TRUE
1452,734,Curralinho,Curralinho,Curralinho,TRUE
1453,195,Curralinhos,Curralinhos,Curralinhos,TRUE
1454,196,Curuá,Curuá,Curuá,TRUE
1455,511,Curuçá,Curuçá,Curuçá,TRUE
1456,4973,Cururupu,Cururupu,Cururupu,TRUE
1457,2384,Curvelândia,Curvelândia,Curvelândia,TRUE
1458,1482,Curvelo,Curvelo,Curvelo,TRUE
1459,298,Custódia,Custódia,Custódia,TRUE
1460,5142,Cutias,Cutias,Cutias,TRUE
1461,1295,Damianópolis,Damianópolis,Damianópolis,TRUE
1462,5143,Damião,Damião,Damião,TRUE
1463,355,Damolândia,Damolândia,Damolândia,TRUE
1464,1877,Darcinópolis,Darcinópolis,Darcinópolis,TRUE
1465,2385,Dário Meira,Dário Meira,Dário Meira,TRUE
1466,4514,Datas,Datas,Datas,TRUE
1467,512,David Canabarro,David Canabarro,David Canabarro,TRUE
1468,2386,Davinópolis,Davinópolis,Davinópolis,TRUE
1469,2387,Delfim Moreira,Delfim Moreira,Delfim Moreira,TRUE
1470,1622,Delfinópolis,Delfinópolis,Delfinópolis,TRUE
1471,2388,Delmiro Gouveia,Delmiro Gouveia,Delmiro Gouveia,TRUE
1472,735,Delta,Delta,Delta,TRUE
1473,4974,Demerval Lobão,Demerval Lobão,Demerval Lobão,TRUE
1474,4891,Denise,Denise,Denise,TRUE
1475,940,Deodápolis,Deodápolis,Deodápolis,TRUE
1476,4515,Deputado Irapuan Pinheiro,Deputado Irapuan Pinheiro,Deputado Irapuan Pinheiro,TRUE
1477,3300,Derrubadas,Derrubadas,Derrubadas,TRUE
1478,4209,Descalvado,Descalvado,Descalvado,TRUE
1479,2389,Descanso,Descanso,Descanso,TRUE
1480,1296,Descoberto,Descoberto,Descoberto,TRUE
1481,2390,Desterro,Desterro,Desterro,TRUE
1482,2391,Desterro De Entre Rios,Desterro De Entre Rios,Desterro De Entre Rios,TRUE
1483,4516,Desterro Do Melo,Desterro Do Melo,Desterro Do Melo,TRUE
1484,3301,Dezesseis De Novembro,Dezesseis De Novembro,Dezesseis De Novembro,TRUE
1485,1297,Diadema,Diadema,Diadema,TRUE
1486,3860,Diamante,Diamante,Diamante,TRUE
1488,3862,Diamante Do Norte,Diamante Do Norte,Diamante Do Norte,TRUE
1489,2392,Diamante Do Sul,Diamante Do Sul,Diamante Do Sul,TRUE
1490,4975,Diamantina,Diamantina,Diamantina,TRUE
1491,356,Diamantino,Diamantino,Diamantino,TRUE
1492,1878,Dianópolis,Dianópolis,Dianópolis,TRUE
1494,2393,Dilermando De Aguiar,Dilermando De Aguiar,Dilermando De Aguiar,TRUE
1495,2394,Diogo De Vasconcelos,Diogo De Vasconcelos,Diogo De Vasconcelos,TRUE
1496,4210,Dionísio,Dionísio,Dionísio,TRUE
1497,5144,Dionísio Cerqueira,Dionísio Cerqueira,Dionísio Cerqueira,TRUE
1498,3302,Diorama,Diorama,Diorama,TRUE
1499,736,Dirce Reis,Dirce Reis,Dirce Reis,TRUE
1500,1710,Dirceu Arcoverde,Dirceu Arcoverde,Dirceu Arcoverde,TRUE
1501,2395,Divina Pastora,Divina Pastora,Divina Pastora,TRUE
1502,2396,Divinésia,Divinésia,Divinésia,TRUE
1503,2397,Divino,Divino,Divino,TRUE
1504,3013,Divino Das Laranjeiras,Divino Das Laranjeiras,Divino Das Laranjeiras,TRUE
1505,3303,Divino De São Lourenço,Divino De São Lourenço,Divino De São Lourenço,TRUE
1506,2398,Divinolândia,Divinolândia,Divinolândia,TRUE
1507,2399,Divinolândia De Minas,Divinolândia De Minas,Divinolândia De Minas,TRUE
1508,5145,Divinópolis,Divinópolis,Divinópolis,TRUE
1509,357,Divinópolis De Goiás,Divinópolis De Goiás,Divinópolis De Goiás,TRUE
1510,2400,Divinópolis Do Tocantins,Divinópolis Do Tocantins,Divinópolis Do Tocantins,TRUE
1511,2401,Divisa Alegre,Divisa Alegre,Divisa Alegre,TRUE
1512,2402,Divisa Nova,Divisa Nova,Divisa Nova,TRUE
1513,3304,Divisópolis,Divisópolis,Divisópolis,TRUE
1514,3305,Dobrada,Dobrada,Dobrada,TRUE
1515,4518,Dois Córregos,Dois Córregos,Dois Córregos,TRUE
1516,4519,Dois Irmãos,Dois Irmãos,Dois Irmãos,TRUE
1517,4892,Dois Irmãos Das Missões,Dois Irmãos Das Missões,Dois Irmãos Das Missões,TRUE
1518,358,Dois Irmãos Do Buriti,Dois Irmãos Do Buriti,Dois Irmãos Do Buriti,TRUE
1519,4520,Dois Irmãos Do Tocantins,Dois Irmãos Do Tocantins,Dois Irmãos Do Tocantins,TRUE
1520,1623,Dois Lajeados,Dois Lajeados,Dois Lajeados,TRUE
1521,3863,Dois Riachos,Dois Riachos,Dois Riachos,TRUE
1522,3306,Dois Vizinhos,Dois Vizinhos,Dois Vizinhos,TRUE
1523,4976,Dolcinópolis,Dolcinópolis,Dolcinópolis,TRUE
1524,1879,Dom Aquino,Dom Aquino,Dom Aquino,TRUE
1525,2403,Dom Basílio,Dom Basílio,Dom Basílio,TRUE
1526,2404,Dom Bosco,Dom Bosco,Dom Bosco,TRUE
1527,197,Dom Cavati,Dom Cavati,Dom Cavati,TRUE
1528,737,Dom Eliseu,Dom Eliseu,Dom Eliseu,TRUE
1529,4521,Dom Expedito Lopes,Dom Expedito Lopes,Dom Expedito Lopes,TRUE
1530,738,Dom Feliciano,Dom Feliciano,Dom Feliciano,TRUE
1531,2405,Dom Inocêncio,Dom Inocêncio,Dom Inocêncio,TRUE
1532,1880,Dom Joaquim,Dom Joaquim,Dom Joaquim,TRUE
1533,4522,Dom Macedo Costa,Dom Macedo Costa,Dom Macedo Costa,TRUE
1534,513,Dom Pedrito,Dom Pedrito,Dom Pedrito,TRUE
1535,4523,Dom Pedro,Dom Pedro,Dom Pedro,TRUE
1536,2406,Dom Pedro De Alcântara,Dom Pedro De Alcântara,Dom Pedro De Alcântara,TRUE
1537,2407,Dom Silvério,Dom Silvério,Dom Silvério,TRUE
1538,3014,Dom Viçoso,Dom Viçoso,Dom Viçoso,TRUE
1539,739,Domingos Martins,Domingos Martins,Domingos Martins,TRUE
1540,4211,Domingos Mourão,Domingos Mourão,Domingos Mourão,TRUE
1541,2408,Dona Emma,Dona Emma,Dona Emma,TRUE
1542,1298,Dona Francisca,Dona Francisca,Dona Francisca,TRUE
1543,2409,Dona Inês,Dona Inês,Dona Inês,TRUE
1544,2410,Dores De Campos,Dores De Campos,Dores De Campos,TRUE
1545,2411,Dores De Guanhães,Dores De Guanhães,Dores De Guanhães,TRUE
1546,3015,Dores Do Indaiá,Dores Do Indaiá,Dores Do Indaiá,TRUE
1547,2412,Dores Do Rio Preto,Dores Do Rio Preto,Dores Do Rio Preto,TRUE
1548,2413,Dores Do Turvo,Dores Do Turvo,Dores Do Turvo,TRUE
1549,1483,Doresópolis,Doresópolis,Doresópolis,TRUE
1550,3864,Dormentes,Dormentes,Dormentes,TRUE
1551,3307,Douradina,Douradina,Douradina,TRUE
1552,2414,Dourado,Dourado,Dourado,TRUE
1553,4893,Douradoquara,Douradoquara,Douradoquara,TRUE
1554,3865,Dourados,Dourados,Dourados,TRUE
1555,4525,Doutor Camargo,Doutor Camargo,Doutor Camargo,TRUE
1556,4212,Doutor Maurício Cardoso,Doutor Maurício Cardoso,Doutor Maurício Cardoso,TRUE
1557,4526,Doutor Pedrinho,Doutor Pedrinho,Doutor Pedrinho,TRUE
1558,1100,Doutor Ricardo,Doutor Ricardo,Doutor Ricardo,TRUE
1559,3866,Doutor Severiano,Doutor Severiano,Doutor Severiano,TRUE
1560,5146,Doutor Ulysses,Doutor Ulysses,Doutor Ulysses,TRUE
1561,3308,Doverlândia,Doverlândia,Doverlândia,TRUE
1562,3309,Dracena,Dracena,Dracena,TRUE
1563,3089,Duartina,Duartina,Duartina,TRUE
1564,1299,Duas Barras,Duas Barras,Duas Barras,TRUE
1565,359,Duas Estradas,Duas Estradas,Duas Estradas,TRUE
1566,3310,Dueré,Dueré,Dueré,TRUE
1567,514,Dumont,Dumont,Dumont,TRUE
1568,3090,Duque Bacelar,Duque Bacelar,Duque Bacelar,TRUE
1569,2415,Duque De Caxias,Duque De Caxias,Duque De Caxias,TRUE
1570,3311,Durandé,Durandé,Durandé,TRUE
1571,3016,Echaporã,Echaporã,Echaporã,TRUE
1572,5147,Ecoporanga,Ecoporanga,Ecoporanga,TRUE
1573,5148,Edealina,Edealina,Edealina,TRUE
1574,96,Edéia,Edéia,Edéia,TRUE
1575,3312,Eirunepé,Eirunepé,Eirunepé,TRUE
1576,198,Eldorado,Eldorado,Eldorado,TRUE
1577,4527,Eldorado Do Carajás,Eldorado Do Carajás,Eldorado Do Carajás,TRUE
1578,740,Eldorado Do Sul,Eldorado Do Sul,Eldorado Do Sul,TRUE
1579,3313,Elesbão Veloso,Elesbão Veloso,Elesbão Veloso,TRUE
1580,741,Elias Fausto,Elias Fausto,Elias Fausto,TRUE
1581,3314,Eliseu Martins,Eliseu Martins,Eliseu Martins,TRUE
1582,1881,Elisiário,Elisiário,Elisiário,TRUE
1583,2416,Elísio Medrado,Elísio Medrado,Elísio Medrado,TRUE
1584,1300,Elói Mendes,Elói Mendes,Elói Mendes,TRUE
1585,3315,Emas,Emas,Emas,TRUE
1586,3316,Embaúba,Embaúba,Embaúba,TRUE
1587,3317,Embu Das Artes,Embu Das Artes,Embu Das Artes,TRUE
1588,3318,Embu-Guaçu,Embu-Guaçu,Embu-Guaçu,TRUE
1589,4528,Emilianópolis,Emilianópolis,Emilianópolis,TRUE
1590,1101,Encantado,Encantado,Encantado,TRUE
1591,1882,Encanto,Encanto,Encanto,TRUE
1592,4529,Encruzilhada,Encruzilhada,Encruzilhada,TRUE
1593,3867,Encruzilhada Do Sul,Encruzilhada Do Sul,Encruzilhada Do Sul,TRUE
1594,3868,Enéas Marques,Enéas Marques,Enéas Marques,TRUE
1595,2417,Engenheiro Beltrão,Engenheiro Beltrão,Engenheiro Beltrão,TRUE
1596,3319,Engenheiro Caldas,Engenheiro Caldas,Engenheiro Caldas,TRUE
1597,2418,Engenheiro Coelho,Engenheiro Coelho,Engenheiro Coelho,TRUE
1598,3091,Engenheiro Navarro,Engenheiro Navarro,Engenheiro Navarro,TRUE
1599,4530,Engenheiro Paulo De Frontin,Engenheiro Paulo De Frontin,Engenheiro Paulo De Frontin,TRUE
1600,2419,Engenho Velho,Engenho Velho,Engenho Velho,TRUE
1601,1883,Entre Folhas,Entre Folhas,Entre Folhas,TRUE
1602,2420,Entre Rios,Entre Rios,Entre Rios,TRUE
1603,3869,Entre Rios De Minas,Entre Rios De Minas,Entre Rios De Minas,TRUE
1604,4531,Entre Rios Do Oeste,Entre Rios Do Oeste,Entre Rios Do Oeste,TRUE
1605,4532,Entre Rios Do Sul,Entre Rios Do Sul,Entre Rios Do Sul,TRUE
1606,97,Entre-Ijuís,Entre-Ijuís,Entre-Ijuís,TRUE
1607,59,Envira,Envira,Envira,TRUE
1608,1102,Epitaciolândia,Epitaciolândia,Epitaciolândia,TRUE
1609,4533,Equador,Equador,Equador,TRUE
1610,4534,Erebango,Erebango,Erebango,TRUE
1611,941,Erechim,Erechim,Erechim,TRUE
1612,4213,Érico Cardoso,Érico Cardoso,Érico Cardoso,TRUE
1613,4535,Ermo,Ermo,Ermo,TRUE
1614,4536,Ernestina,Ernestina,Ernestina,TRUE
1615,4537,Erval Grande,Erval Grande,Erval Grande,TRUE
1616,4214,Erval Seco,Erval Seco,Erval Seco,TRUE
1617,2421,Erval Velho,Erval Velho,Erval Velho,TRUE
1618,1484,Ervália,Ervália,Ervália,TRUE
1619,4538,Escada,Escada,Escada,TRUE
1620,2422,Esmeralda,Esmeralda,Esmeralda,TRUE
1621,2423,Esmeraldas,Esmeraldas,Esmeraldas,TRUE
1622,1301,Espera Feliz,Espera Feliz,Espera Feliz,TRUE
1623,4539,Esperança,Esperança,Esperança,TRUE
1624,3870,Esperança Do Sul,Esperança Do Sul,Esperança Do Sul,TRUE
1625,360,Esperança Nova,Esperança Nova,Esperança Nova,TRUE
1626,515,Esperantina,Esperantina,Esperantina,TRUE
1627,3871,Esperantinópolis,Esperantinópolis,Esperantinópolis,TRUE
1628,19,Espigão Alto Do Iguaçu,Espigão Alto Do Iguaçu,Espigão Alto Do Iguaçu,TRUE
1630,1103,Espinosa,Espinosa,Espinosa,TRUE
1631,2425,Espírito Santo,Espírito Santo,Espírito Santo,TRUE
1632,3320,Espírito Santo Do Dourado,Espírito Santo Do Dourado,Espírito Santo Do Dourado,TRUE
1633,3321,Espírito Santo Do Pinhal,Espírito Santo Do Pinhal,Espírito Santo Do Pinhal,TRUE
1634,1885,Espírito Santo Do Turvo,Espírito Santo Do Turvo,Espírito Santo Do Turvo,TRUE
1635,4540,Esplanada,Esplanada,Esplanada,TRUE
1636,4541,Espumoso,Espumoso,Espumoso,TRUE
1637,1711,Estação,Estação,Estação,TRUE
1638,4542,Estância,Estância,Estância,TRUE
1639,4543,Estância Velha,Estância Velha,Estância Velha,TRUE
1640,2426,Esteio,Esteio,Esteio,TRUE
1641,3322,Estiva,Estiva,Estiva,TRUE
1642,516,Estiva Gerbi,Estiva Gerbi,Estiva Gerbi,TRUE
1643,4544,Estreito,Estreito,Estreito,TRUE
1644,3323,Estrela,Estrela,Estrela,TRUE
1646,1624,Estrela Dalva,Estrela Dalva,Estrela Dalva,TRUE
1647,2428,Estrela De Alagoas,Estrela De Alagoas,Estrela De Alagoas,TRUE
1648,3324,Estrela Do Indaiá,Estrela Do Indaiá,Estrela Do Indaiá,TRUE
1649,2429,Estrela Do Norte,Estrela Do Norte,Estrela Do Norte,TRUE
1650,4545,Estrela Do Sul,Estrela Do Sul,Estrela Do Sul,TRUE
1651,1886,Estrela Velha,Estrela Velha,Estrela Velha,TRUE
1652,3325,Euclides Da Cunha,Euclides Da Cunha,Euclides Da Cunha,TRUE
1653,4546,Euclides Da Cunha Paulista,Euclides Da Cunha Paulista,Euclides Da Cunha Paulista,TRUE
1654,2430,Eugênio De Castro,Eugênio De Castro,Eugênio De Castro,TRUE
1655,1887,Eugenópolis,Eugenópolis,Eugenópolis,TRUE
1656,942,Eunápolis,Eunápolis,Eunápolis,TRUE
1657,2431,Eusébio,Eusébio,Eusébio,TRUE
1658,2432,Ewbank Da Câmara,Ewbank Da Câmara,Ewbank Da Câmara,TRUE
1659,1104,Extrema,Extrema,Extrema,TRUE
1660,1485,Extremoz,Extremoz,Extremoz,TRUE
1661,1302,Exu,Exu,Exu,TRUE
1662,4547,Fagundes,Fagundes,Fagundes,TRUE
1663,5149,Fagundes Varela,Fagundes Varela,Fagundes Varela,TRUE
1664,2433,Faina,Faina,Faina,TRUE
1665,2434,Fama,Fama,Fama,TRUE
1666,943,Faria Lemos,Faria Lemos,Faria Lemos,TRUE
1667,199,Farias Brito,Farias Brito,Farias Brito,TRUE
1668,3872,Faro,Faro,Faro,TRUE
1669,4548,Farol,Farol,Farol,TRUE
1670,3326,Farroupilha,Farroupilha,Farroupilha,TRUE
1671,742,Fartura,Fartura,Fartura,TRUE
1672,361,Fartura Do Piauí,Fartura Do Piauí,Fartura Do Piauí,TRUE
1673,4894,Fátima,Fátima,Fátima,TRUE
1674,3873,Fátima Do Sul,Fátima Do Sul,Fátima Do Sul,TRUE
1675,4549,Faxinal,Faxinal,Faxinal,TRUE
1676,4215,Faxinal Do Soturno,Faxinal Do Soturno,Faxinal Do Soturno,TRUE
1677,4550,Faxinal Dos Guedes,Faxinal Dos Guedes,Faxinal Dos Guedes,TRUE
1678,5150,Faxinalzinho,Faxinalzinho,Faxinalzinho,TRUE
1679,3874,Fazenda Nova,Fazenda Nova,Fazenda Nova,TRUE
1680,4551,Fazenda Rio Grande,Fazenda Rio Grande,Fazenda Rio Grande,TRUE
1681,60,Fazenda Vilanova,Fazenda Vilanova,Fazenda Vilanova,TRUE
1682,1888,Feijó,Feijó,Feijó,TRUE
1683,1889,Feira Da Mata,Feira Da Mata,Feira Da Mata,TRUE
1684,1625,Feira De Santana,Feira De Santana,Feira De Santana,TRUE
1685,1486,Feira Grande,Feira Grande,Feira Grande,TRUE
1686,517,Feira Nova,Feira Nova,Feira Nova,TRUE
1687,2435,Feira Nova Do Maranhão,Feira Nova Do Maranhão,Feira Nova Do Maranhão,TRUE
1688,1105,Felício Dos Santos,Felício Dos Santos,Felício Dos Santos,TRUE
1689,2436,Felipe Guerra,Felipe Guerra,Felipe Guerra,TRUE
1690,2437,Felisburgo,Felisburgo,Felisburgo,TRUE
1691,4552,Felixlândia,Felixlândia,Felixlândia,TRUE
1692,1626,Feliz,Feliz,Feliz,TRUE
1693,4977,Feliz Deserto,Feliz Deserto,Feliz Deserto,TRUE
1694,3875,Feliz Natal,Feliz Natal,Feliz Natal,TRUE
1695,3876,Fênix,Fênix,Fênix,TRUE
1696,2438,Fernandes Pinheiro,Fernandes Pinheiro,Fernandes Pinheiro,TRUE
1697,1487,Fernandes Tourinho,Fernandes Tourinho,Fernandes Tourinho,TRUE
1698,518,Fernando De Noronha,Fernando De Noronha,Fernando De Noronha,TRUE
1699,1106,Fernando Falcão,Fernando Falcão,Fernando Falcão,TRUE
1700,3327,Fernando Pedroza,Fernando Pedroza,Fernando Pedroza,TRUE
1701,3328,Fernando Prestes,Fernando Prestes,Fernando Prestes,TRUE
1702,3329,Fernandópolis,Fernandópolis,Fernandópolis,TRUE
1703,3330,Fernão,Fernão,Fernão,TRUE
1704,299,Ferraz De Vasconcelos,Ferraz De Vasconcelos,Ferraz De Vasconcelos,TRUE
1705,1488,Ferreira Gomes,Ferreira Gomes,Ferreira Gomes,TRUE
1706,2439,Ferreiros,Ferreiros,Ferreiros,TRUE
1707,2440,Ferros,Ferros,Ferros,TRUE
1708,3877,Fervedouro,Fervedouro,Fervedouro,TRUE
1709,4895,Figueira,Figueira,Figueira,TRUE
1710,362,Figueirão,Figueirão,Figueirão,TRUE
1711,4978,Figueirópolis,Figueirópolis,Figueirópolis,TRUE
1713,1890,Filadélfia,Filadélfia,Filadélfia,TRUE
1714,5151,Firmino Alves,Firmino Alves,Firmino Alves,TRUE
1715,1627,Firminópolis,Firminópolis,Firminópolis,TRUE
1716,3878,Flexeiras,Flexeiras,Flexeiras,TRUE
1717,4216,Flor Da Serra Do Sul,Flor Da Serra Do Sul,Flor Da Serra Do Sul,TRUE
1718,3331,Flor Do Sertão,Flor Do Sertão,Flor Do Sertão,TRUE
1719,3879,Flora Rica,Flora Rica,Flora Rica,TRUE
1720,1107,Floraí,Floraí,Floraí,TRUE
1721,3332,Florânia,Florânia,Florânia,TRUE
1722,1489,Floreal,Floreal,Floreal,TRUE
1723,4553,Flores,Flores,Flores,TRUE
1724,5152,Flores Da Cunha,Flores Da Cunha,Flores Da Cunha,TRUE
1725,743,Flores De Goiás,Flores De Goiás,Flores De Goiás,TRUE
1726,1490,Flores Do Piauí,Flores Do Piauí,Flores Do Piauí,TRUE
1727,1891,Floresta,Floresta,Floresta,TRUE
1728,200,Floresta Azul,Floresta Azul,Floresta Azul,TRUE
1729,744,Floresta Do Araguaia,Floresta Do Araguaia,Floresta Do Araguaia,TRUE
1730,2441,Floresta Do Piauí,Floresta Do Piauí,Floresta Do Piauí,TRUE
1731,3880,Florestal,Florestal,Florestal,TRUE
1732,745,Florestópolis,Florestópolis,Florestópolis,TRUE
1733,4554,Floriano,Floriano,Floriano,TRUE
1734,4217,Floriano Peixoto,Floriano Peixoto,Floriano Peixoto,TRUE
1735,3881,Florianópolis,Florianópolis,Florianópolis,TRUE
1736,3333,Flórida,Flórida,Flórida,TRUE
1737,3334,Flórida Paulista,Flórida Paulista,Flórida Paulista,TRUE
1738,98,Florínea,Florínea,Florínea,TRUE
1739,4555,Fonte Boa,Fonte Boa,Fonte Boa,TRUE
1740,2442,Fontoura Xavier,Fontoura Xavier,Fontoura Xavier,TRUE
1741,4556,Formiga,Formiga,Formiga,TRUE
1742,5153,Formigueiro,Formigueiro,Formigueiro,TRUE
1743,519,Formosa,Formosa,Formosa,TRUE
1744,3882,Formosa Da Serra Negra,Formosa Da Serra Negra,Formosa Da Serra Negra,TRUE
1745,1892,Formosa Do Oeste,Formosa Do Oeste,Formosa Do Oeste,TRUE
1746,4218,Formosa Do Rio Preto,Formosa Do Rio Preto,Formosa Do Rio Preto,TRUE
1747,2443,Formosa Do Sul,Formosa Do Sul,Formosa Do Sul,TRUE
1748,364,Formoso,Formoso,Formoso,TRUE
1749,4557,Formoso Do Araguaia,Formoso Do Araguaia,Formoso Do Araguaia,TRUE
1750,944,Forquetinha,Forquetinha,Forquetinha,TRUE
1751,4219,Forquilha,Forquilha,Forquilha,TRUE
1752,945,Forquilhinha,Forquilhinha,Forquilhinha,TRUE
1753,2444,Fortaleza,Fortaleza,Fortaleza,TRUE
1754,520,Fortaleza De Minas,Fortaleza De Minas,Fortaleza De Minas,TRUE
1755,946,Fortaleza Dos Nogueiras,Fortaleza Dos Nogueiras,Fortaleza Dos Nogueiras,TRUE
1756,521,Fortaleza Dos Valos,Fortaleza Dos Valos,Fortaleza Dos Valos,TRUE
1757,2445,Fortim,Fortim,Fortim,TRUE
1758,3883,Fortuna,Fortuna,Fortuna,TRUE
1759,3884,Fortuna De Minas,Fortuna De Minas,Fortuna De Minas,TRUE
1760,4220,Foz Do Iguaçu,Foz Do Iguaçu,Foz Do Iguaçu,TRUE
1761,3335,Foz Do Jordão,Foz Do Jordão,Foz Do Jordão,TRUE
1762,746,Fraiburgo,Fraiburgo,Fraiburgo,TRUE
1763,3885,Franca,Franca,Franca,TRUE
1764,747,Francinópolis,Francinópolis,Francinópolis,TRUE
1765,2446,Francisco Alves,Francisco Alves,Francisco Alves,TRUE
1766,3886,Francisco Ayres,Francisco Ayres,Francisco Ayres,TRUE
1767,1108,Francisco Badaró,Francisco Badaró,Francisco Badaró,TRUE
1768,2447,Francisco Beltrão,Francisco Beltrão,Francisco Beltrão,TRUE
1769,748,Francisco Dantas,Francisco Dantas,Francisco Dantas,TRUE
1770,3336,Francisco Dumont,Francisco Dumont,Francisco Dumont,TRUE
1771,2448,Francisco Macedo,Francisco Macedo,Francisco Macedo,TRUE
1772,749,Francisco Morato,Francisco Morato,Francisco Morato,TRUE
1773,2449,Francisco Sá,Francisco Sá,Francisco Sá,TRUE
1774,3337,Francisco Santos,Francisco Santos,Francisco Santos,TRUE
1775,947,Franciscópolis,Franciscópolis,Franciscópolis,TRUE
1776,4559,Franco Da Rocha,Franco Da Rocha,Franco Da Rocha,TRUE
1777,2450,Frecheirinha,Frecheirinha,Frecheirinha,TRUE
1778,2451,Frederico Westphalen,Frederico Westphalen,Frederico Westphalen,TRUE
1779,2452,Frei Gaspar,Frei Gaspar,Frei Gaspar,TRUE
1780,1303,Frei Inocêncio,Frei Inocêncio,Frei Inocêncio,TRUE
1781,1491,Frei Lagonegro,Frei Lagonegro,Frei Lagonegro,TRUE
1782,1712,Frei Martinho,Frei Martinho,Frei Martinho,TRUE
1783,4221,Frei Miguelinho,Frei Miguelinho,Frei Miguelinho,TRUE
1784,2453,Frei Paulo,Frei Paulo,Frei Paulo,TRUE
1785,2454,Frei Rogério,Frei Rogério,Frei Rogério,TRUE
1786,750,Fronteira,Fronteira,Fronteira,TRUE
1787,2455,Fronteira Dos Vales,Fronteira Dos Vales,Fronteira Dos Vales,TRUE
1788,2456,Fronteiras,Fronteiras,Fronteiras,TRUE
1789,1109,Fruta De Leite,Fruta De Leite,Fruta De Leite,TRUE
1790,3017,Frutal,Frutal,Frutal,TRUE
1791,2457,Frutuoso Gomes,Frutuoso Gomes,Frutuoso Gomes,TRUE
1792,3338,Fundão,Fundão,Fundão,TRUE
1793,1304,Funilândia,Funilândia,Funilândia,TRUE
1794,3339,Gabriel Monteiro,Gabriel Monteiro,Gabriel Monteiro,TRUE
1795,2458,Gado Bravo,Gado Bravo,Gado Bravo,TRUE
1796,1110,Gália,Gália,Gália,TRUE
1797,4222,Galiléia,Galiléia,Galiléia,TRUE
1798,1492,Galinhos,Galinhos,Galinhos,TRUE
1799,5154,Galvão,Galvão,Galvão,TRUE
1800,2459,Gameleira,Gameleira,Gameleira,TRUE
1801,1893,Gameleira De Goiás,Gameleira De Goiás,Gameleira De Goiás,TRUE
1802,1493,Gameleiras,Gameleiras,Gameleiras,TRUE
1803,1713,Gandu,Gandu,Gandu,TRUE
1804,3340,Garanhuns,Garanhuns,Garanhuns,TRUE
1805,4560,Gararu,Gararu,Gararu,TRUE
1806,4223,Garça,Garça,Garça,TRUE
1807,201,Garibaldi,Garibaldi,Garibaldi,TRUE
1808,4561,Garopaba,Garopaba,Garopaba,TRUE
1809,4224,Garrafão Do Norte,Garrafão Do Norte,Garrafão Do Norte,TRUE
1810,4225,Garruchos,Garruchos,Garruchos,TRUE
